CO_FRAC_RA,x,y,plata,tiemposMin,POB
15_8_2,-58.46001526,-34.59815296,13.75,41.81666667,387
15_8_3,-58.46020646,-34.60055267,6.75,53.91666667,521
15_8_4,-58.45710523,-34.59991403,6.75,53.71666667,507
15_8_5,-58.45819131,-34.60335209,6.75,48.61666667,384
15_8_6,-58.46063521,-34.6035013,6.75,48.7,385
15_8_7,-58.46098577,-34.60204289,6.75,54.78333333,494
15_8_8,-58.46431746,-34.60066649,6.75,54.15,482
15_8_9,-58.46338462,-34.60282232,6.75,54.28333333,538
15_9_1,-58.4520697,-34.58779955,7.5,24.83333333,267
15_9_2,-58.4517818,-34.58978529,7.5,28.48333333,257
15_9_3,-58.44856404,-34.5926739,7.5,22.56666667,271
15_9_4,-58.45131624,-34.59438332,7.5,26.5,407
15_9_5,-58.45337111,-34.59342627,7.5,30.4,383
15_9_6,-58.45560724,-34.59550942,7.5,33.58333333,321
15_9_7,-58.45465466,-34.59677724,7.5,35.26666667,393
15_9_8,-58.45900162,-34.59067653,7.5,38.68333333,1437
2_1_1,-58.3821867,-34.57516031,6.25,41.33333333,65
2_1_2,-58.39556536,-34.5758726,9.5,28.96666667,286
2_10_1,-58.40136019,-34.58760277,7.5,21.7,557
2_10_2,-58.40046755,-34.58693995,7.5,22.98333333,399
2_10_3,-58.39952,-34.58625117,7.5,24.36666667,256
2_10_4,-58.39860223,-34.58694332,7.5,18.8,383
2_10_5,-58.39946232,-34.58755909,7.5,24.08333333,482
2_10_6,-58.4003349,-34.58821605,7.5,22.81666667,417
2_10_7,-58.39924088,-34.58886726,7.5,20.73333333,540
2_10_8,-58.39836121,-34.58823695,7.5,22.21666667,418
2_10_9,-58.3976029,-34.58769088,7.5,16.6,306
2_11_1,-58.40550765,-34.58511769,7.5,24.83333333,634
2_11_2,-58.4046558,-34.58430406,7.5,26.33333333,308
2_11_3,-58.40300188,-34.58471959,7.5,26.46666667,911
2_11_4,-58.40415127,-34.58592252,7.5,24.3,762
2_11_5,-58.40303255,-34.58660902,7.5,23.78333333,194
2_11_6,-58.40135955,-34.58571216,7.5,25.25,333
2_12_1,-58.40689557,-34.58685704,7.5,21.78333333,435
2_12_2,-58.40619284,-34.58600013,7.5,23.36666667,401
2_12_3,-58.40501425,-34.58678898,7.5,22.71666667,498
2_12_4,-58.40589928,-34.5876207,7.5,21.13333333,776
2_12_5,-58.40469218,-34.58847545,7.5,19.71666667,730
2_12_6,-58.40366271,-34.58764268,7.5,21.38333333,548
2_13_1,-58.40355647,-34.58923138,7.5,18.28333333,688
2_13_2,-58.40241671,-34.58838657,7.5,20.11666667,478
2_13_3,-58.40136047,-34.58901457,7.5,21.36666667,591
2_13_4,-58.40252581,-34.58991611,7.5,19.85,607
2_13_5,-58.40150545,-34.59056986,7.5,18.03333333,796
2_13_6,-58.40016979,-34.58974921,7.5,19.06666667,559
2_13_7,-58.40066026,-34.59118086,7.5,17.06666667,663
2_14_1,-58.40197441,-34.5919243,7.5,16.06666667,397
2_14_10,-58.40263585,-34.59536487,7.5,11.55,581
2_14_2,-58.40360402,-34.59224178,7.5,16.3,323
2_14_3,-58.40276893,-34.59279644,7.5,14.43333333,185
2_14_4,-58.40168795,-34.59316129,7.5,14.05,418
2_14_5,-58.40212456,-34.59414106,7.5,12.76666667,629
2_14_6,-58.40339821,-34.59370001,7.5,13.05,575
2_14_7,-58.40452698,-34.59300566,7.5,14.98333333,333
2_14_8,-58.40555821,-34.59386353,7.5,15,404
2_14_9,-58.40416351,-34.59469566,7.5,11.55,793
2_15_1,-58.40012111,-34.59270572,7.5,16.65,267
2_15_2,-58.39896352,-34.59313671,7.5,17.85,433
2_15_3,-58.39787252,-34.59393324,7.5,18.68333333,749
2_15_4,-58.39932817,-34.59398787,7.5,16.73333333,341
2_15_5,-58.40049886,-34.59358241,7.5,15.4,295
2_15_6,-58.40091307,-34.59452013,7.5,14.08333333,300
2_15_7,-58.39971345,-34.59489061,7.5,15.46666667,416
2_15_8,-58.39841665,-34.5952159,7.5,16.93333333,413
2_16_1,-58.39680783,-34.5941625,7.5,17.95,415
2_16_2,-58.39581647,-34.59432948,7.5,18.03333333,352
2_16_3,-58.39451292,-34.59453481,7.5,16.36666667,339
2_16_8,-58.39333877,-34.59575675,7.5,13.35,191
2_16_5,-58.3947116,-34.59567091,7.5,15.05,401
2_16_6,-58.39603602,-34.5955372,7.5,16.81666667,330
2_16_7,-58.39719383,-34.59539605,7.5,16.33333333,396
2_17_1,-58.39748516,-34.59677169,7.5,14.13333333,687
2_17_2,-58.39619577,-34.59692044,7.5,15.11666667,427
2_17_3,-58.39483154,-34.59697299,7.5,13.51666667,458
2_17_4,-58.3934111,-34.59700855,7.5,11.55,175
2_17_5,-58.39328738,-34.59842278,7.5,9.7,314
2_17_6,-58.39472637,-34.59844421,7.5,11.41666667,545
2_17_7,-58.39611251,-34.59840248,7.5,13.11666667,678
2_17_8,-58.39597164,-34.59962326,7.5,12.23333333,556
2_17_9,-58.39383754,-34.59963995,7.5,9.05,385
2_18_1,-58.40136591,-34.59580296,7.5,14.7,505
2_18_2,-58.40006719,-34.59620224,7.5,16.23333333,646
2_18_3,-58.39874682,-34.59656848,7.5,14.05,418
2_18_4,-58.39884998,-34.59864594,7.5,10.83333333,602
2_18_5,-58.40174761,-34.59687473,7.5,14.65,267
2_18_6,-58.40202836,-34.59765784,7.5,15.83333333,394
2_18_7,-58.40230492,-34.59867209,7.5,14.7,298
2_18_8,-58.40100259,-34.59907832,7.5,12.88333333,490
2_19_1,-58.40528793,-34.59546074,7.5,14.41666667,486
2_19_2,-58.40428522,-34.59588953,7.5,13.15,385
2_19_3,-58.4030893,-34.59637134,7.5,13.13333333,371
2_19_4,-58.40349684,-34.59730229,7.5,14.48333333,519
2_19_5,-58.40503624,-34.59687389,7.5,14.61666667,453
2_19_6,-58.4061229,-34.59666638,7.5,17.1,499
2_19_7,-58.40610271,-34.59795728,7.5,17.13333333,385
2_19_8,-58.40384488,-34.59821676,7.5,15.78333333,446
2_2_1,-58.39926054,-34.58481446,7.5,27.6,316
2_2_2,-58.39747509,-34.58294002,0,36.86666667,389
2_2_3,-58.39217552,-34.58363915,6.25,34.7,225
2_2_4,-58.39674264,-34.58633712,7.5,21.33333333,207
2_2_5,-58.39742532,-34.58681817,7.5,20.8,287
2_2_6,-58.39582846,-34.58664216,7.5,21.4,196
2_2_7,-58.39556573,-34.58716811,7.5,20.85,172
2_2_8,-58.39385727,-34.58608062,0,35.76666667,343
2_20_1,-58.40940116,-34.59524292,7.5,18.55,516
2_20_2,-58.40815413,-34.59577407,7.5,18.43333333,508
2_20_3,-58.40698416,-34.59624041,7.5,17.23333333,481
2_20_4,-58.40777598,-34.59767351,7.5,19.08333333,497
2_20_5,-58.40874608,-34.59687132,7.5,19.6,287
2_20_6,-58.41001516,-34.59644569,7.5,20.48333333,379
2_20_7,-58.41048221,-34.59777313,7.5,21.66666667,337
2_20_8,-58.4091,-34.59792773,7.5,20.46666667,395
2_21_1,-58.40745301,-34.59213381,7.5,13.5,527
2_21_2,-58.4066127,-34.59312585,7.5,15.38333333,483
2_21_3,-58.40821067,-34.59293359,7.5,14.96666667,418
2_21_4,-58.40874713,-34.59405391,7.5,16.68333333,635
2_21_5,-58.40752874,-34.59446093,7.5,17.61666667,594
2_21_6,-58.40639309,-34.59496972,7.5,15.81666667,553
2_22_1,-58.40646125,-34.59136274,7.5,13.66666667,394
2_22_2,-58.40559921,-34.59072702,7.5,15.05,274
2_22_3,-58.40470288,-34.59005773,7.5,16.5,261
2_22_4,-58.40369862,-34.59078334,7.5,18.18333333,522
2_22_5,-58.40460115,-34.59148489,7.5,16.8,606
2_22_6,-58.40552473,-34.59218166,7.5,15.35,619
2_23_1,-58.40765955,-34.58781432,7.5,20.08333333,525
2_23_2,-58.40679679,-34.58849385,7.5,19.43333333,576
2_23_3,-58.40575664,-34.58928182,7.5,17.96666667,512
2_23_4,-58.4066032,-34.58996036,7.5,16.5,457
2_23_5,-58.40755582,-34.58922047,7.5,17.91666667,336
2_23_6,-58.40830466,-34.58862049,7.5,18.73333333,205
2_23_7,-58.40886801,-34.58933127,7.5,17.53333333,237
2_23_8,-58.40821517,-34.58986021,7.5,16.7,222
2_23_9,-58.40737656,-34.5905593,7.5,15.11666667,476
2_24_1,-58.41083739,-34.59173138,7.5,19.21666667,507
2_24_2,-58.40973286,-34.59038462,7.5,17.98333333,376
2_24_3,-58.40901013,-34.59084664,7.5,16.43333333,397
2_24_4,-58.41006181,-34.59219028,7.5,18.23333333,527
2_24_5,-58.40922613,-34.59255047,7.5,17.05,538
2_24_6,-58.40829451,-34.59144045,7.5,15.05,500
2_25_1,-58.41164695,-34.59274311,7.5,19.15,342
2_25_10,-58.41450069,-34.59776067,7.5,24.51666667,345
2_25_11,-58.41253792,-34.59784223,7.5,22.78333333,670
2_25_2,-58.4102936,-34.59340234,7.5,17.83333333,391
2_25_3,-58.41095471,-34.5945711,7.5,19.9,376
2_25_4,-58.41221932,-34.59344334,7.5,20.86666667,429
2_25_5,-58.41295721,-34.5943421,7.5,22.43333333,528
2_25_6,-58.41178443,-34.59548189,7.5,21.4,470
2_25_7,-58.41337937,-34.5955285,7.5,24.15,462
2_25_8,-58.41232469,-34.59671492,7.5,23.56666667,798
2_25_9,-58.4140576,-34.596627,7.5,25.93333333,503
2_3_1,-58.39553822,-34.58814763,7.5,21.78333333,442
2_3_2,-58.39464738,-34.58744712,6.25,38.91666667,394
2_3_3,-58.39205241,-34.5873641,0,35.5,98
2_3_4,-58.39444878,-34.58903412,7.5,25.18333333,179
2_3_5,-58.39281939,-34.59017526,7.5,22.13333333,380
2_3_6,-58.39141521,-34.58958933,7.5,23.68333333,357
2_3_7,-58.39034311,-34.59048907,7.5,21.81666667,393
2_3_8,-58.39131853,-34.59136219,7.5,20.16666667,276
2_4_1,-58.38787403,-34.58649441,6.25,30.85,346
2_4_10,-58.38437877,-34.58835565,6.25,26.68333333,375
2_4_2,-58.38846583,-34.58749435,6.25,33.9,108
2_4_3,-58.38933255,-34.58696004,6.25,33.06666667,140
2_4_4,-58.39026436,-34.58889959,7.5,24.9,223
2_4_5,-58.3893648,-34.58961367,7.5,23.38333333,306
2_4_6,-58.38845616,-34.58881786,6.25,31.78333333,215
2_4_7,-58.38757817,-34.58803003,6.25,30.35,259
2_4_8,-58.38655456,-34.58715784,6.25,28.8,466
2_4_9,-58.38543384,-34.58778825,6.25,28.28333333,368
2_5_1,-58.38591435,-34.58908237,6.25,28.41666667,345
2_5_2,-58.38634844,-34.59035372,0,30.1,379
2_5_3,-58.3874128,-34.58959158,6.25,31.53333333,258
2_5_4,-58.38834826,-34.5904406,7.5,23.7,229
2_5_5,-58.38733245,-34.59126026,7.5,24.51666667,346
2_5_6,-58.38835134,-34.59211652,7.5,22.66666667,386
2_5_7,-58.38933775,-34.59131198,7.5,22.08333333,392
2_5_8,-58.39030389,-34.59218191,7.5,20.36666667,336
2_5_9,-58.38934234,-34.59294067,7.5,21.43333333,274
2_6_1,-58.38836898,-34.59375823,7.5,21.03333333,213
2_6_10,-58.38694122,-34.59927365,7.5,12.05,275
2_6_2,-58.38746319,-34.59419952,6.25,22.2,571
2_6_3,-58.38725952,-34.59565154,7.5,17.4,287
2_6_4,-58.38870861,-34.59560764,6.25,20.86666667,369
2_6_5,-58.38852054,-34.59691557,7.5,16.38333333,258
2_6_6,-58.38713327,-34.59686314,6,18.81666667,324
2_6_7,-58.38703854,-34.59815641,7.5,13.8,200
2_6_8,-58.38840226,-34.59824191,7.5,14.63333333,285
2_6_9,-58.388332,-34.59935662,7.5,13.23333333,265
2_7_1,-58.39150055,-34.59333614,7.5,18.11666667,626
2_7_2,-58.39033425,-34.59398923,7.5,19.05,504
2_7_3,-58.39050939,-34.59499942,7.5,17.75,398
2_7_4,-58.39203173,-34.5948466,7.5,16,315
2_7_5,-58.39204558,-34.59582444,7.5,14.66666667,245
2_7_6,-58.39043827,-34.59585524,7.5,16.56666667,293
2_7_7,-58.39027697,-34.59696158,7.5,14.7,532
2_7_8,-58.39138012,-34.59851339,7.5,11.58333333,221
2_7_9,-58.39015597,-34.59832031,7.5,12.88333333,275
2_8_1,-58.39617105,-34.59250666,7.5,20.71666667,397
2_8_2,-58.3952702,-34.59145881,7.5,23.53333333,353
2_8_3,-58.39429772,-34.59056719,7.5,22.13333333,499
2_8_4,-58.39333163,-34.59137984,7.5,20.45,532
2_8_5,-58.39434669,-34.59224532,7.5,20.26666667,496
2_8_6,-58.39541054,-34.59312916,7.5,19.41666667,658
2_8_7,-58.39343169,-34.59339336,7.5,16.33333333,723
2_8_8,-58.39229034,-34.59223401,7.5,18.31666667,408
2_9_1,-58.39518922,-34.5898281,7.5,23.7,440
2_9_2,-58.39671461,-34.58967739,7.5,23.8,319
2_9_3,-58.39842541,-34.58943759,7.5,21.66666667,461
2_9_4,-58.39890367,-34.59044637,7.5,20.08333333,509
2_9_5,-58.39774493,-34.59113831,7.5,21.03333333,515
2_9_6,-58.39678544,-34.5917862,7.5,21.75,491
2_9_7,-58.39729811,-34.59268533,7.5,20.45,513
2_9_8,-58.39842491,-34.59215191,7.5,19.36666667,756
2_9_9,-58.39954998,-34.59157874,7.5,18.31666667,657
3_1_1,-58.41014146,-34.59997968,7.5,18.63333333,606
3_1_10,-58.41061602,-34.60501718,7.5,15.56666667,265
3_1_11,-58.40924876,-34.6050696,6.25,22.11666667,243
3_1_2,-58.40882092,-34.59920411,7.5,21.23333333,548
3_1_3,-58.40706589,-34.59925305,7.5,19.38333333,572
3_1_4,-58.40759342,-34.60071333,6.25,28.7,283
3_1_5,-58.4087957,-34.60169411,7.5,18.55,484
3_1_6,-58.41132754,-34.60230859,7.5,15.31666667,428
3_1_7,-58.40906229,-34.60254572,7.5,17.38333333,497
3_1_8,-58.40880495,-34.60384891,6.25,21.33333333,295
3_1_9,-58.41104168,-34.60412521,7.5,12.98333333,267
3_10_1,-58.4047486,-34.60933159,7.5,16.43333333,430
3_10_2,-58.4034704,-34.60859841,7.5,17.31666667,446
3_10_3,-58.40209038,-34.60852619,7.5,17.15,499
3_10_4,-58.39998976,-34.60842045,7.5,14.65,357
3_10_5,-58.39923838,-34.60958248,7.5,12.11666667,255
3_10_6,-58.40059821,-34.60966457,7.5,13.78333333,570
3_10_7,-58.4020203,-34.60974366,7.5,15.45,391
3_10_8,-58.40339441,-34.60981502,7.5,17.05,334
3_11_1,-58.39791512,-34.60830132,7.5,13.93333333,405
3_11_2,-58.39650954,-34.60820382,7.5,15.01666667,516
3_11_3,-58.39511015,-34.60810709,7.5,14.26666667,525
3_11_4,-58.39264219,-34.60832184,7.5,12.76666667,680
3_11_5,-58.39356438,-34.60916767,7.5,10.73333333,376
3_11_6,-58.39501975,-34.60927082,7.5,12.65,493
3_11_7,-58.39639926,-34.60936896,7.5,13.51666667,460
3_11_8,-58.39781191,-34.60947882,7.5,11.3,282
3_12_1,-58.39916196,-34.61075124,7.5,13.4,344
3_12_10,-58.3983,-34.61183436,7.5,15.86666667,494
3_12_2,-58.39770985,-34.61064611,7.5,13.53333333,494
3_12_3,-58.39629314,-34.61052794,7.5,14.68333333,275
3_12_4,-58.39494972,-34.61044181,7.5,14.01666667,267
3_12_5,-58.39349782,-34.61034828,7.5,12.3,529
3_12_6,-58.39200855,-34.61084913,7.5,12.63333333,171
3_12_7,-58.3934613,-34.61150573,7.5,14.03333333,492
3_12_8,-58.39489449,-34.61159311,7.5,15.65,288
3_12_9,-58.39622215,-34.61168206,7.5,16.41666667,243
3_13_1,-58.4001909,-34.61426154,7.5,19.7,386
3_13_10,-58.39482211,-34.61395829,6.25,24.08333333,375
3_13_11,-58.39688415,-34.61407489,7.5,18.93333333,421
3_13_2,-58.39935392,-34.61347157,7.5,17.2,438
3_13_3,-58.39757124,-34.61295193,7.5,16.56666667,453
3_13_4,-58.39619354,-34.61286704,7.5,18.05,277
3_13_5,-58.39485363,-34.61278284,7.5,17.23333333,327
3_13_6,-58.39342011,-34.61268511,7.5,15.78333333,416
3_13_7,-58.39193524,-34.61258504,7.5,15.46666667,259
3_13_8,-58.39189378,-34.6137483,6,24.88333333,269
3_13_9,-58.39337667,-34.61385257,7.5,17.11666667,376
3_14_1,-58.40863968,-34.61434796,7.5,20.71666667,518
3_14_10,-58.40682365,-34.61482523,7.5,21.05,449
3_14_2,-58.40712429,-34.61364876,7.5,19.26666667,508
3_14_3,-58.40550026,-34.61343754,7.5,18.51666667,587
3_14_4,-58.40369792,-34.61331139,7.5,20.16666667,447
3_14_5,-58.40174317,-34.61321944,7.5,19.93333333,457
3_14_6,-58.40164085,-34.61434207,7.5,21.6,612
3_14_7,-58.40301289,-34.61441501,7.5,22.01666667,341
3_14_8,-58.40402848,-34.61443839,7.5,20.78333333,371
3_14_9,-58.40512999,-34.61456973,7.5,19.71666667,69
3_15_1,-58.4075712,-34.61131697,7.5,15.63333333,390
3_15_2,-58.40734432,-34.61245373,7.5,17.26666667,499
3_15_3,-58.40582818,-34.61232777,7.5,17,356
3_15_4,-58.40542691,-34.61114307,7.5,15.66666667,428
3_15_5,-58.40370327,-34.61181873,7.5,19.25,440
3_15_6,-58.40191819,-34.61094198,7.5,16.71666667,465
3_15_7,-58.40183694,-34.61209429,7.5,18.35,719
3_15_8,-58.40038688,-34.61198792,7.5,16.66666667,661
3_15_9,-58.40048104,-34.61084502,7.5,14.93333333,123
3_16_1,-58.41295909,-34.61190512,7.5,19.3,460
3_16_2,-58.41182391,-34.61184287,7.5,20.98333333,612
3_16_3,-58.41041588,-34.6115224,7.5,18.71666667,494
3_16_4,-58.4089675,-34.61139967,7.5,17,251
3_16_5,-58.40885685,-34.61252693,7.5,18.26666667,414
3_16_6,-58.41028195,-34.61270287,7.5,20.15,396
3_16_7,-58.41176863,-34.61316664,7.5,21.58333333,427
3_16_8,-58.41073925,-34.61398015,7.5,23.4,396
3_16_9,-58.41072428,-34.61515416,7.5,25.26666667,645
3_17_1,-58.41132074,-34.61646175,7.5,26.15,377
3_17_2,-58.40906927,-34.61636128,7.5,24.66666667,492
3_17_3,-58.40710815,-34.61618348,7.5,22.98333333,239
3_17_4,-58.40686343,-34.61770806,7.5,25.66666667,521
3_17_5,-58.40903152,-34.61812196,7.5,28.93333333,443
3_17_6,-58.41126752,-34.61836218,6.5,35,376
3_17_7,-58.41033096,-34.62013947,7.5,26.78333333,492
3_17_8,-58.40723718,-34.61942896,7.5,28.61666667,660
3_17_9,-58.40525538,-34.61893555,7.5,26.08333333,425
3_18_1,-58.40560874,-34.61738082,7.5,23.93333333,326
3_18_10,-58.40206765,-34.61802518,6.25,34.18333333,300
3_18_11,-58.40109004,-34.61864976,7.5,25.98333333,318
3_18_2,-58.40596682,-34.61600271,7.5,21.93333333,416
3_18_3,-58.40478067,-34.61578876,7.5,21.78333333,244
3_18_4,-58.40328473,-34.61555706,7.5,23.18333333,447
3_18_5,-58.40150381,-34.61542314,7.5,22.86666667,192
3_18_6,-58.40143211,-34.61650682,7.5,24.86666667,327
3_18_7,-58.40297225,-34.6166946,7.5,24.85,368
3_18_8,-58.40440648,-34.617065,7.5,23.76666667,286
3_18_9,-58.40392651,-34.61858523,7.5,25.93333333,487
3_19_1,-58.39972644,-34.61530275,7.5,20.6,604
3_19_10,-58.39894942,-34.61848199,7.5,23.55,266
3_19_2,-58.39783236,-34.61505876,7.5,19.88333333,163
3_19_3,-58.39632751,-34.61561402,7.5,22.06666667,301
3_19_4,-58.39788117,-34.61606579,7.5,21.26666667,390
3_19_5,-58.39958495,-34.61633135,7.5,22.35,489
3_19_6,-58.40000434,-34.61801541,7.5,26.18333333,407
3_19_7,-58.39749823,-34.61723376,7.5,25.25,539
3_19_8,-58.39619301,-34.61828522,7.5,24.55,582
3_19_9,-58.39769041,-34.61838996,7.5,23.41666667,374
3_2_1,-58.40582364,-34.59926493,7.5,18.21666667,412
3_2_10,-58.40754803,-34.60403806,7.5,14.88333333,218
3_2_11,-58.40798785,-34.60519236,7.5,15.81666667,328
3_2_12,-58.40681954,-34.60530999,7.5,14.16666667,442
3_2_2,-58.40489245,-34.59935277,7.5,19.13333333,416
3_2_3,-58.40537654,-34.60067929,7.5,17.86666667,350
3_2_4,-58.4063357,-34.6006017,6.25,28.41666667,425
3_2_5,-58.40606233,-34.60158847,7.5,16.88333333,462
3_2_6,-58.40707265,-34.60262727,7.5,16.58333333,526
3_2_7,-58.4054688,-34.60291148,7.5,13.88333333,553
3_2_8,-58.40543548,-34.60483071,7.5,11.51666667,448
3_2_9,-58.40644992,-34.60416826,7.5,13.48333333,420
3_20_1,-58.39479218,-34.61509342,7.5,20.63333333,330
3_20_10,-58.39325847,-34.61808958,6.25,26.76666667,338
3_20_11,-58.39466966,-34.61818449,6.25,28.38333333,208
3_20_2,-58.39333618,-34.61498171,6,27.9,464
3_20_3,-58.39185918,-34.61487423,6,26.58333333,322
3_20_4,-58.39182725,-34.61580536,6,27.63333333,314
3_20_5,-58.39330283,-34.61591126,6,25,247
3_20_6,-58.39476173,-34.61601827,7.5,21.95,272
3_20_7,-58.39403622,-34.61693387,6.25,26.85,421
3_20_8,-58.39182857,-34.61678231,6.25,28.26666667,455
3_20_9,-58.39184099,-34.61800767,6.25,24.65,476
3_21_1,-58.39257813,-34.61923942,7.5,20.45,497
3_21_10,-58.39159746,-34.6268263,7.5,20.5,512
3_21_2,-58.39322844,-34.62104417,7.5,18.75,463
3_21_3,-58.39182165,-34.62017163,7.5,18.16666667,334
3_21_4,-58.3917645,-34.62138282,7.5,16.43333333,420
3_21_5,-58.39167661,-34.62262594,7.5,14.76666667,266
3_21_6,-58.39274425,-34.62335437,7.5,16.95,387
3_21_7,-58.39154164,-34.62382118,7.5,16.05,205
3_21_8,-58.39183434,-34.62511472,7.5,18.43333333,361
3_21_9,-58.39246205,-34.62611712,7.5,20.45,189
3_22_1,-58.39605821,-34.61996734,7.5,22.31666667,419
3_22_2,-58.39462737,-34.6193865,7.5,22.53333333,362
3_22_3,-58.3945904,-34.62050608,7.5,21.23333333,215
3_22_4,-58.39450508,-34.62159021,7.5,19.58333333,319
3_22_5,-58.39559182,-34.62224006,7.5,19.08333333,410
3_22_6,-58.39408815,-34.62275671,7.5,17.58333333,413
3_22_7,-58.3935918,-34.62460566,7.5,19.4,367
3_22_8,-58.39470185,-34.6252397,7.5,21.7,451
3_22_9,-58.39361165,-34.62715628,7.5,23.01666667,510
3_23_1,-58.3987565,-34.62020609,7.5,21.21666667,441
3_23_10,-58.39571363,-34.62726313,7.5,23,540
3_23_2,-58.39759973,-34.61950587,7.5,22,375
3_23_3,-58.39721515,-34.6211865,7.5,19.65,426
3_23_4,-58.39843027,-34.621874,7.5,19.1,232
3_23_5,-58.39811576,-34.62310842,7.5,17.2,262
3_23_6,-58.39669728,-34.62294472,7.5,16.26666667,325
3_23_7,-58.39630955,-34.62421806,7.5,19.05,301
3_23_8,-58.39714648,-34.6251997,7.5,19.71666667,469
3_23_9,-58.39731721,-34.62751164,7.5,22.95,500
3_24_1,-58.40354244,-34.6199534,7.5,24.36666667,325
3_24_2,-58.40257866,-34.62070741,7.5,22.9,428
3_24_3,-58.40048688,-34.61965584,7.5,23.88333333,298
3_24_4,-58.40033769,-34.62079506,7.5,22.43333333,396
3_24_5,-58.40005024,-34.62203203,7.5,20.93333333,235
3_24_6,-58.40238317,-34.62232101,7.5,20.7,500
3_24_7,-58.4026376,-34.62368757,7.5,17.83333333,367
3_24_8,-58.40082482,-34.6234395,7.5,20.15,368
3_24_9,-58.39936784,-34.62327904,7.5,18.76666667,251
3_25_1,-58.41095084,-34.62207768,7.5,23.63333333,722
3_25_2,-58.40863913,-34.62109116,7.5,25.18333333,383
3_25_3,-58.40571495,-34.62043986,7.5,25.33333333,298
3_25_4,-58.40542319,-34.62159592,7.5,23.41666667,353
3_25_5,-58.4081416,-34.622601,7.5,23.86666667,383
3_25_6,-58.40522281,-34.62281805,7.5,21.61666667,524
3_25_7,-58.40442363,-34.62394932,7.5,19.41666667,288
3_25_8,-58.4059211,-34.62415993,7.5,21.03333333,847
3_25_9,-58.40743279,-34.62437442,7.5,21.45,402
3_26_1,-58.40912953,-34.62406494,7.5,20.55,461
3_26_2,-58.41073879,-34.62430745,7.5,20.88333333,607
3_26_3,-58.4105621,-34.62608844,7.5,22.68333333,399
3_26_4,-58.40893231,-34.62591193,7.5,21.18333333,245
3_26_5,-58.40717311,-34.62623174,7.5,24.6,426
3_26_6,-58.40948383,-34.62735531,7.5,23.05,323
3_26_7,-58.41033801,-34.62928134,7.5,26.43333333,390
3_26_8,-58.40786543,-34.62830895,7.5,25.38333333,295
3_26_9,-58.40765221,-34.62939928,7.5,27.41666667,410
3_27_1,-58.40574988,-34.62552718,7.5,22.73333333,467
3_27_2,-58.40327286,-34.62521219,7.5,20.11666667,428
3_27_3,-58.39973182,-34.62505214,7.5,21.06666667,481
3_27_4,-58.40143223,-34.62699058,7.5,22.93333333,439
3_27_5,-58.40501131,-34.62714136,7.5,24.86666667,408
3_27_6,-58.4045114,-34.62898725,7.5,28.06666667,463
3_27_7,-58.4005586,-34.62851779,7.5,26.03333333,491
3_3_1,-58.40389773,-34.59946216,7.5,17.6,552
3_3_10,-58.40232855,-34.60386101,6.25,19.03333333,577
3_3_11,-58.40386617,-34.60448361,7.5,12.98333333,430
3_3_2,-58.40299011,-34.5997548,7.5,15.93333333,475
3_3_3,-58.4022383,-34.59996933,7.5,14.7,345
3_3_4,-58.40228519,-34.60098912,7.5,16.03333333,267
3_3_5,-58.40325647,-34.600895,7.5,16.95,308
3_3_6,-58.40430746,-34.60078313,7.5,16.7,362
3_3_7,-58.40461644,-34.60175839,7.5,15.48333333,414
3_3_8,-58.40362594,-34.60266957,7.5,15.98333333,375
3_3_9,-58.4023249,-34.60197972,7.5,16.35,170
3_4_1,-58.40117697,-34.60020695,7.5,13.6,408
3_4_2,-58.40110896,-34.60108052,7.5,14.63333333,282
3_4_3,-58.39985802,-34.60079643,7.5,12.78333333,413
3_4_4,-58.40043797,-34.60209967,7.5,14.01666667,461
3_4_5,-58.40038698,-34.60324861,7.5,12.61666667,411
3_4_6,-58.39844083,-34.60321267,7.5,13.05,390
3_4_7,-58.39830903,-34.60441969,7.5,11.41666667,394
3_4_8,-58.40024635,-34.60449061,7.5,10.88333333,399
3_5_1,-58.39793872,-34.60083991,7.5,12.36666667,526
3_5_2,-58.39856114,-34.60210369,7.5,12.83333333,388
3_5_3,-58.39720776,-34.60206233,7.5,14.28333333,606
3_5_4,-58.3957264,-34.60202528,7.5,14.8,325
3_5_5,-58.39584756,-34.60079772,7.5,12.93333333,370
3_5_6,-58.39384235,-34.60152886,7.5,12.46666667,266
3_5_7,-58.39297981,-34.60069315,7.5,9.95,423
3_6_1,-58.39710736,-34.60318774,6.25,16.55,392
3_6_2,-58.39562852,-34.60317374,7.5,13.55,221
3_6_3,-58.39337542,-34.60308466,7.5,12.08333333,348
3_6_4,-58.39252888,-34.60425621,7.5,9.333333333,336
3_6_5,-58.39403894,-34.60430335,7.5,10.08333333,485
3_6_6,-58.39550842,-34.60434059,7.5,11.83333333,308
3_6_7,-58.39697995,-34.6043708,6.25,14.5,384
3_7_1,-58.39815523,-34.60578076,7.5,12.63333333,162
3_7_2,-58.3967997,-34.60571235,6.25,16.51666667,517
3_7_3,-58.39536184,-34.60565569,7.5,13.13333333,562
3_7_4,-58.39315994,-34.60555606,7.5,11.71666667,511
3_7_5,-58.39229619,-34.60672401,7.5,12.48333333,349
3_7_6,-58.39376222,-34.60684828,7.5,13.2,328
3_7_7,-58.39520776,-34.60695202,7.5,15.96666667,526
3_7_8,-58.39662493,-34.60703879,6.25,19.01666667,207
