CO_FRAC_RA,x,y,plata,tiemposMin,POB
3_7_9,-58.39800832,-34.60711054,7.5,15.48333333,467
3_8_1,-58.40447328,-34.60556316,7.5,13.63333333,348
3_8_10,-58.4047862,-34.60754765,7.5,17.38333333,309
3_8_2,-58.40463909,-34.60650555,7.5,14.75,271
3_8_3,-58.40276234,-34.60600403,7.5,15.75,450
3_8_4,-58.40084329,-34.60589967,7.5,13.11666667,284
3_8_5,-58.39950129,-34.6058341,7.5,11.35,274
3_8_6,-58.39938698,-34.60718078,7.5,13.15,225
3_8_7,-58.40074093,-34.60726751,7.5,14.73333333,232
3_8_8,-58.40214894,-34.60735439,7.5,16.3,313
3_8_9,-58.40350836,-34.6074568,7.5,17,381
3_9_1,-58.41161741,-34.6061685,7.5,16.85,473
3_9_10,-58.40829895,-34.61014887,7.5,14.73333333,440
3_9_2,-58.40976629,-34.60635306,7.5,18.98333333,262
3_9_3,-58.40849435,-34.60645026,7.5,17.51666667,424
3_9_4,-58.40722355,-34.60647578,7.5,16.06666667,538
3_9_5,-58.40591103,-34.6064922,7.5,14.28333333,283
3_9_6,-58.40792341,-34.60850758,7.5,16.11666667,276
3_9_7,-58.40973677,-34.60773756,7.5,19.76666667,480
3_9_8,-58.41258007,-34.60876132,7.5,20.33333333,375
3_9_9,-58.41184767,-34.61037008,7.5,19.4,431
4_1_1,-58.43179669,-34.64693332,13.75,46.75,422
4_1_10,-58.42016142,-34.65501136,6.5,63.71666667,250
4_1_11,-58.42230709,-34.65569022,6.5,62,282
4_1_12,-58.42476188,-34.65666982,6.5,64.43333333,249
4_1_13,-58.42625753,-34.65793962,6.75,64.41666667,197
4_1_14,-58.42054002,-34.65910057,6.5,65.7,392
4_1_2,-58.43064022,-34.64875794,13.75,52,408
4_1_3,-58.4282519,-34.65019627,13.75,52.71666667,319
4_1_4,-58.43036944,-34.65331452,6.5,79.41666667,435
4_1_5,-58.43239642,-34.6534954,14,68.75,465
4_1_6,-58.43149213,-34.65466333,6.5,78.11666667,413
4_1_7,-58.42838035,-34.65573735,6.5,73.45,253
4_1_8,-58.426213,-34.65255719,6.5,72.61666667,363
4_1_9,-58.42396336,-34.65357738,6.5,66.26666667,314
4_10_1,-58.39356261,-34.64613395,13.5,37.7,52
4_10_6,-58.39587778,-34.65282025,12.75,60.33333333,610
4_24_1,-58.39533595,-34.65461465,13.75,50.1,831
4_24_2,-58.39696022,-34.65422444,13.75,49.03333333,1106
4_24_3,-58.3959273,-34.65588381,13.75,51.75,701
4_24_4,-58.39515995,-34.65827622,14,52.71666667,1155
4_24_5,-58.39744676,-34.65792697,13.75,54.41666667,806
4_25_3,-58.4021961,-34.65400433,13.75,48.73333333,2393
4_24_6,-58.39646609,-34.66056599,13.75,58.95,800
4_10_2,-58.39301712,-34.64833202,13.75,42.86666667,1280
4_10_3,-58.39628331,-34.64986318,13.75,47.83333333,1032
4_10_4,-58.39600668,-34.65102451,12.75,59.33333333,286
4_10_5,-58.39909367,-34.65006734,6.5,60.73333333,943
4_26_3,-58.40214217,-34.64935012,6.5,55.58333333,655
4_26_1,-58.40116357,-34.65207949,6.5,57.56666667,535
4_10_8,-58.39879677,-34.6533719,13.75,49.3,993
4_10_7,-58.39769145,-34.65240145,13.75,48.35,545
4_11_1,-58.38660608,-34.64764373,13.75,37.41666667,424
4_11_2,-58.38610279,-34.64976782,13.75,40.38333333,392
4_11_3,-58.3842612,-34.65259894,9.5,33.35,388
4_11_4,-58.3863618,-34.65166519,13.75,43.75,289
4_11_5,-58.39141495,-34.65070804,14,44.21666667,224
4_11_6,-58.39342181,-34.65302583,13.75,48.55,494
4_11_7,-58.3911588,-34.65774655,13.75,52.63333333,551
4_11_8,-58.38564915,-34.65441824,9.5,34.5,474
4_11_9,-58.38461884,-34.65708742,9.5,35.93333333,477
4_12_1,-58.38111582,-34.63483887,7.5,25.65,319
4_12_10,-58.37787135,-34.64319772,13.75,35.98333333,459
4_12_11,-58.37424335,-34.64208893,13.75,32.81666667,321
4_12_12,-58.37526631,-34.64398803,13.75,32.45,281
4_12_2,-58.38408805,-34.63621493,7.5,31.45,302
4_12_3,-58.38873928,-34.6355177,6.25,42.5,386
4_12_4,-58.38784538,-34.6370242,6.25,41.01666667,519
4_12_5,-58.38766829,-34.63896677,13.5,29.81666667,307
4_12_6,-58.384562,-34.64296012,13.75,36.41666667,434
4_12_7,-58.37804806,-34.64030937,13.75,36.28333333,279
4_12_8,-58.3748314,-34.63897949,13.5,30.63333333,202
4_12_9,-58.37445536,-34.64021329,6.5,41.31666667,354
4_13_1,-58.37710187,-34.6311447,7.5,22.56666667,486
4_13_10,-58.37369419,-34.63743901,6.25,40.68333333,198
4_13_11,-58.3751242,-34.63747953,6.5,39.05,513
4_13_2,-58.37616021,-34.63327417,7.5,26.48333333,299
4_13_3,-58.37429343,-34.63279788,6.5,33.66666667,342
4_13_4,-58.37455346,-34.63394519,6.25,38.2,233
4_13_5,-58.37582642,-34.63443562,7.5,28.48333333,456
4_13_6,-58.37839781,-34.63576913,7.5,28,286
4_13_7,-58.37548941,-34.63585558,13.5,28.58333333,428
4_13_8,-58.37411615,-34.63495407,6.25,38.91666667,191
4_13_9,-58.37395136,-34.63613391,6.25,38.93333333,165
4_14_1,-58.37561394,-34.6294832,7.5,23.08333333,357
4_14_2,-58.37382599,-34.62807542,6.25,31.58333333,310
4_14_3,-58.37165608,-34.62785539,6.25,31.56666667,332
4_14_4,-58.3708583,-34.62912984,6.5,30.11666667,576
4_14_5,-58.37110947,-34.63033751,6.25,31.83333333,322
4_14_6,-58.37251307,-34.63175933,6.25,34.58333333,238
4_14_7,-58.3727384,-34.63029298,6.5,33.38333333,407
4_14_8,-58.37367099,-34.6296791,6.5,33.83333333,502
4_14_9,-58.37500539,-34.63140187,6.5,35.01666667,377
4_15_1,-58.37039121,-34.63174003,6.5,33.75,315
4_15_10,-58.36983083,-34.637926,6.5,34.98333333,229
4_15_2,-58.37139177,-34.63244183,6.5,32.03333333,638
4_15_3,-58.37285587,-34.63351578,6.5,33.35,450
4_15_4,-58.3712392,-34.63380774,6.25,34.71666667,337
4_15_5,-58.37203749,-34.6348763,6.5,33.83333333,250
4_15_6,-58.37028283,-34.63581261,6.25,34.65,294
4_15_7,-58.3723877,-34.63591919,6.5,34.35,287
4_15_8,-58.37219139,-34.63688268,6.25,38.38333333,316
4_15_9,-58.37167385,-34.637982,6.25,39.76666667,318
4_16_1,-58.36657663,-34.62672981,6.25,27.31666667,332
4_16_10,-58.3603969,-34.63159164,6.5,31.45,380
4_16_2,-58.3661677,-34.63220907,6.5,31.88333333,1122
4_16_3,-58.36733745,-34.63041523,6.5,32.98333333,671
4_16_4,-58.36883194,-34.63051874,6.5,34.16666667,306
4_16_5,-58.36917595,-34.63216809,6.5,32.81666667,501
4_16_6,-58.36883704,-34.6339954,6.5,33.15,271
4_16_7,-58.36759243,-34.63344262,6.5,33.93333333,224
4_16_8,-58.3639198,-34.63183876,6.5,31.4,333
4_16_9,-58.36156984,-34.63234552,6.5,31.45,547
4_17_1,-58.36073629,-34.62688492,6.25,33.01666667,241
4_17_10,-58.35692847,-34.62989731,6.25,37.06666667,442
4_17_2,-58.36486212,-34.62811398,6.25,28.05,277
4_17_3,-58.36378113,-34.62939832,6.25,29.85,299
4_17_4,-58.36275316,-34.62759014,6.25,30.63333333,319
4_17_5,-58.36196838,-34.6280559,6.25,33.96666667,319
4_17_6,-58.36081502,-34.62819749,6.5,33.53333333,272
4_17_7,-58.36204934,-34.62903591,6.25,32.4,278
4_17_8,-58.35933384,-34.63091993,6.5,33.03333333,565
4_17_9,-58.36003473,-34.6289137,6.5,33.45,367
4_18_1,-58.34756852,-34.62460476,12.5,45.48333333,53
4_19_1,-58.36075053,-34.63319256,6.5,32.65,342
4_19_10,-58.35731702,-34.63804653,6.5,38.28333333,319
4_19_2,-58.36026414,-34.63401479,6.5,33.86666667,356
4_19_3,-58.35906468,-34.63300403,6.5,34.9,452
4_19_4,-58.35557102,-34.632601,6.25,36.66666667,609
4_19_5,-58.35915056,-34.6349255,6.5,35.51666667,388
4_19_6,-58.35802933,-34.63584032,6.5,35.48333333,651
4_19_7,-58.35621397,-34.63493881,6.5,35.66666667,504
4_19_8,-58.3538101,-34.63461088,6.5,38.36666667,912
4_19_9,-58.35571831,-34.63671648,6.5,37.75,608
4_2_1,-58.420399,-34.65115133,6.5,59.8,345
4_2_10,-58.40653123,-34.64904644,6.5,51,504
4_2_2,-58.41956288,-34.65297401,6.5,66.46666667,395
4_2_3,-58.41673534,-34.65355632,6.5,59.75,488
4_2_4,-58.41468518,-34.65501019,6.5,61.45,426
4_2_5,-58.41229617,-34.65424909,6.5,63.51666667,372
4_2_6,-58.41313712,-34.6525559,6.5,60.81666667,317
4_2_7,-58.41353463,-34.65065239,6.5,57.75,458
4_2_8,-58.40985953,-34.65220833,6.5,57.31666667,249
4_2_9,-58.4074203,-34.65102912,6.5,54.93333333,315
4_20_1,-58.36767937,-34.63605133,6.5,38.08333333,484
4_20_10,-58.36189112,-34.63722529,6.5,39.03333333,604
4_20_11,-58.36051807,-34.6386338,6.5,39.61666667,452
4_20_12,-58.35900751,-34.63896646,6.5,38.68333333,554
4_20_2,-58.36818676,-34.63818346,6.5,39.5,343
4_20_3,-58.36605769,-34.63852704,6.5,41.43333333,449
4_20_4,-58.3652318,-34.63726073,6.5,41.41666667,325
4_20_5,-58.36330895,-34.63781192,6.5,42.7,394
4_20_6,-58.36331832,-34.63502628,6.25,38.78333333,462
4_20_7,-58.36198189,-34.63418785,6.25,37.38333333,463
4_20_8,-58.36157773,-34.63556868,6.5,37.7,431
4_20_9,-58.3604773,-34.63665087,6.5,37.2,433
4_21_1,-58.36715388,-34.64034788,6.5,42.63333333,370
4_21_10,-58.36031885,-34.64584549,6.5,48.73333333,422
4_21_2,-58.36451997,-34.64013832,6.5,44.33333333,451
4_21_3,-58.36294769,-34.63940155,6.5,41.21666667,281
4_21_4,-58.36171524,-34.64167868,6.5,41.61666667,421
4_21_5,-58.36534474,-34.64142213,6.5,44.21666667,361
4_21_6,-58.366858,-34.64241052,6.5,42.55,378
4_21_7,-58.36630901,-34.64402379,6.5,40.86666667,446
4_21_8,-58.36330903,-34.64360757,6.25,47.56666667,539
4_21_9,-58.35982982,-34.64336773,6.5,44.85,463
4_22_1,-58.37299888,-34.63922862,6.5,39.38333333,289
4_22_10,-58.37078435,-34.64713112,6.25,44.53333333,266
4_22_11,-58.36990344,-34.64777494,6.25,41.75,380
4_22_12,-58.36952062,-34.64972649,6.5,46.95,340
4_22_2,-58.37030176,-34.64019535,6.25,39.5,395
4_22_3,-58.37300735,-34.64101254,6.5,40.33333333,403
4_22_4,-58.37273839,-34.64239249,6.25,41.33333333,646
4_22_5,-58.37041844,-34.64252447,6.5,40.15,405
4_22_6,-58.37257313,-34.64338899,6.25,46.36666667,295
4_22_7,-58.37217453,-34.64547013,6.25,45,450
4_22_8,-58.37001141,-34.64492764,6.5,39.66666667,530
4_22_9,-58.36854305,-34.64616719,6.5,39.73333333,362
4_23_1,-58.38147109,-34.64693066,13.75,35.61666667,452
4_23_10,-58.37710473,-34.65245645,9.5,27.86666667,443
4_23_11,-58.37254087,-34.65297063,9.5,33.01666667,321
4_23_12,-58.37595605,-34.65569518,9.5,31.91666667,405
4_23_2,-58.38090108,-34.64890567,9.5,34.35,466
4_23_3,-58.37843122,-34.64789899,13.75,37.2,425
4_23_4,-58.37619227,-34.64705377,6.5,47.75,440
4_23_5,-58.37389689,-34.6459185,6.25,46.58333333,272
4_23_6,-58.37401347,-34.64909769,6.5,47.73333333,326
4_23_7,-58.37755519,-34.64995862,9.5,32.4,349
4_23_8,-58.38157378,-34.65047315,9.5,33.46666667,413
4_23_9,-58.37987932,-34.65453502,9.5,26.81666667,235
4_3_1,-58.43033664,-34.64320727,13.5,45.31666667,499
4_3_10,-58.42094856,-34.64487502,13.75,43.01666667,385
4_3_11,-58.42447287,-34.64604466,13.75,45.01666667,433
4_3_12,-58.42132687,-34.64684595,13.75,44.76666667,545
4_3_13,-58.42165011,-34.64897244,6.5,61.26666667,266
4_3_2,-58.42931922,-34.64623867,13.75,49.5,428
4_3_3,-58.4266831,-34.64608672,13.5,46.91666667,311
4_3_4,-58.42783455,-34.64473627,6.5,68.11666667,471
4_3_5,-58.42777213,-34.64273338,6.5,64.51666667,522
4_3_6,-58.4255281,-34.6432521,13.5,43.18333333,456
4_3_7,-58.42388039,-34.64245885,13.5,39.28333333,341
4_3_8,-58.42161411,-34.64154264,6.5,57.25,451
4_3_9,-58.42011255,-34.64351526,13.75,43.1,301
4_4_1,-58.41784117,-34.64051313,6.5,56.83333333,320
4_4_10,-58.4138741,-34.64857563,6.5,54.25,360
4_4_11,-58.41732135,-34.64707942,6.5,59.48333333,468
4_4_2,-58.41464038,-34.63998205,7.5,32.83333333,332
4_4_3,-58.41274304,-34.64022953,7.5,30.65,425
4_4_4,-58.41391713,-34.64264153,7.5,31.06666667,501
4_4_5,-58.4172804,-34.64208188,7.5,33.86666667,519
4_4_6,-58.41819523,-34.64369845,7.5,37.18333333,397
4_4_7,-58.4166979,-34.64508318,6.5,63.03333333,476
4_4_8,-58.41468334,-34.64564809,7.5,34.31666667,404
4_4_9,-58.412986,-34.64661052,7.5,35.38333333,449
4_5_1,-58.40897934,-34.63683273,6.5,49,460
4_5_10,-58.40646339,-34.64702129,6.5,48,662
4_5_11,-58.4093727,-34.64685088,6.5,49.7,513
4_5_2,-58.40693243,-34.63506671,6.25,50.9,333
4_5_3,-58.40617908,-34.63598029,6.5,42.71666667,371
4_5_4,-58.4044768,-34.63504361,6.5,41.58333333,351
4_5_5,-58.40418927,-34.6367937,6.5,39.91666667,219
4_5_6,-58.40674953,-34.63730012,6.5,41.78333333,460
4_5_7,-58.40643773,-34.64049618,6.5,43.21666667,361
4_5_8,-58.41035734,-34.64258523,7.5,32.55,517
4_5_9,-58.40612945,-34.64414938,6.5,46.61666667,1174
4_6_1,-58.40961726,-34.6315711,7.5,30.1,583
4_6_10,-58.40214794,-34.63540395,6.5,38.9,382
4_6_11,-58.40090338,-34.63618971,6.5,42.06666667,331
4_6_2,-58.40832042,-34.63214373,7.5,30.83333333,424
4_6_3,-58.40670623,-34.631159,7.5,30.3,360
4_6_4,-58.4084907,-34.6338205,7.5,33.26666667,474
4_6_5,-58.40554695,-34.63342584,6.25,49.7,395
4_6_6,-58.40496262,-34.6317111,7.5,31.7,431
4_6_7,-58.40385571,-34.63021683,7.5,26.55,403
4_6_8,-58.40311006,-34.63183153,7.5,30.85,472
4_6_9,-58.40241212,-34.63330428,6.5,42.2,334
4_7_1,-58.40044221,-34.63090792,7.5,28.65,487
4_7_10,-58.39522309,-34.63450024,6.5,34.23333333,265
4_7_11,-58.39381171,-34.63095954,6.25,45.68333333,708
4_7_12,-58.39150229,-34.63263044,6.25,39.4,472
4_7_2,-58.39976524,-34.62971892,7.5,28.6,415
4_7_3,-58.39727055,-34.62971029,7.5,26.38333333,499
4_7_4,-58.3980842,-34.63072294,7.5,29.01666667,939
4_7_5,-58.3979251,-34.63244901,6.5,40.43333333,376
4_7_6,-58.39971143,-34.63337793,7.5,26.31666667,443
4_7_7,-58.39947655,-34.63542773,7.5,23.95,393
4_7_8,-58.39797096,-34.63512145,6.5,41.6,318
4_7_9,-58.39652548,-34.63481353,6.5,35.35,364
4_8_1,-58.40379344,-34.63971025,6.5,44.51666667,354
4_8_10,-58.39995237,-34.64048985,6.5,45.46666667,435
4_8_11,-58.40266561,-34.64405744,6.5,48.16666667,486
4_8_2,-58.40276229,-34.63819241,6.5,40.71666667,350
4_8_3,-58.39973775,-34.63805511,6.5,40.5,308
4_8_4,-58.39714862,-34.63735185,6.5,40.11666667,428
4_8_5,-58.39438924,-34.636672,6.5,39.01666667,267
4_8_6,-58.39137475,-34.63557318,6.25,40.5,358
4_8_7,-58.39099353,-34.63732426,6.25,39.18333333,1516
4_8_8,-58.39570953,-34.64237353,13.75,37.98333333,233
4_8_9,-58.39588859,-34.6399393,6.5,46.95,570
4_9_1,-58.41388532,-34.65754183,6.5,65.23333333,855
4_9_2,-58.40909159,-34.65796382,13.75,55.51666667,368
4_9_3,-58.40796743,-34.65517919,13.75,57.35,253
4_9_4,-58.40493209,-34.65300638,6.5,56.91666667,254
4_9_5,-58.40356784,-34.65528698,13.75,47.81666667,274
4_9_6,-58.40427245,-34.65665861,13.75,48.45,441
4_9_7,-58.40340096,-34.65865402,13.75,55.11666667,389
5_1_1,-58.42762824,-34.59989004,7.5,23.83333333,286
5_1_10,-58.41924585,-34.6008757,7.5,20.4,353
5_1_2,-58.42659662,-34.59906343,7.5,26.28333333,482
5_1_3,-58.42525151,-34.59946586,7.5,24.35,455
5_1_4,-58.42373467,-34.59951645,7.5,22.73333333,371
5_1_5,-58.42221261,-34.59964395,7.5,20.93333333,661
5_1_6,-58.41974548,-34.59878294,7.5,21.68333333,283
5_1_7,-58.42065331,-34.59942585,7.5,20.6,358
5_1_8,-58.42072599,-34.60047697,7.5,18.96666667,383
5_1_9,-58.41920558,-34.60008787,7.5,21.03333333,366
5_10_1,-58.42319778,-34.60976717,7.5,21.98333333,594
5_10_10,-58.41990072,-34.61099204,7.5,19.43333333,305
5_10_2,-58.42158756,-34.60966553,7.5,20.31666667,560
5_10_3,-58.4201231,-34.60962398,7.5,21.01666667,194
5_10_4,-58.41881531,-34.60939563,7.5,21.15,246
5_10_5,-58.41704395,-34.60955109,7.5,18.86666667,376
5_10_6,-58.41463732,-34.61003777,7.5,16.93333333,424
5_10_7,-58.41601372,-34.61064939,7.5,15.98333333,622
5_10_8,-58.4173698,-34.61073109,7.5,17.73333333,332
5_10_9,-58.4186058,-34.61081795,7.5,19.21666667,371
5_11_1,-58.42781203,-34.60777257,6.5,35.93333333,705
5_11_10,-58.42887423,-34.61285939,7.5,23.88333333,433
5_11_2,-58.42926946,-34.6069642,7.5,26.01666667,492
5_11_3,-58.42927376,-34.60834742,6.5,36.08333333,374
5_11_4,-58.42913796,-34.61024241,7.5,27.38333333,333
5_11_5,-58.42774241,-34.61011769,6.5,36.53333333,425
5_11_6,-58.42623747,-34.61036807,7.5,25.18333333,435
5_11_7,-58.42480066,-34.60987026,7.5,23.4,577
5_11_8,-58.42602356,-34.61182781,7.5,23.43333333,410
5_11_9,-58.42831973,-34.61161866,7.5,25.95,591
5_12_1,-58.42664089,-34.61293678,7.5,24.41666667,341
5_12_2,-58.42840096,-34.61475847,7.5,20.03333333,874
5_12_3,-58.42662056,-34.61396163,7.5,22.26666667,522
5_12_4,-58.42526707,-34.61337418,7.5,21.25,342
5_12_5,-58.42397731,-34.61281558,7.5,19.6,222
5_12_6,-58.42213164,-34.61203671,7.5,16.95,774
5_12_7,-58.42230511,-34.61095309,7.5,19.85,484
5_13_1,-58.42655722,-34.61503587,7.5,21.88333333,372
5_13_2,-58.42475473,-34.61461153,7.5,22.88333333,331
5_13_3,-58.42350952,-34.613744,7.5,20.88333333,347
5_13_4,-58.42323183,-34.61524043,7.5,22.95,348
5_13_5,-58.42298826,-34.61732019,7.5,25.78333333,425
5_13_6,-58.42457999,-34.61687722,7.5,26.56666667,450
5_13_7,-58.42605841,-34.61644775,7.5,24.88333333,410
5_13_8,-58.4276093,-34.61652468,7.5,23.03333333,447
5_13_9,-58.42667588,-34.61807851,7.5,25.7,517
5_14_1,-58.42219608,-34.61336209,7.5,19.7,303
5_14_2,-58.42088747,-34.61295293,7.5,19.66666667,353
5_14_3,-58.41952116,-34.612611,7.5,21.23333333,597
5_14_4,-58.41820238,-34.61232751,7.5,20.71666667,450
5_14_5,-58.41761821,-34.61382644,7.5,22.65,841
5_14_6,-58.41907658,-34.61418192,7.5,23.4,612
5_14_7,-58.4210784,-34.61504243,7.5,22.01666667,200
5_14_8,-58.41877189,-34.61557,7.5,25.51666667,341
5_14_9,-58.41723124,-34.61535452,7.5,24.26666667,500
5_15_1,-58.41433581,-34.61170469,7.5,17.51666667,555
5_15_2,-58.41574496,-34.61192462,7.5,17.7,541
5_15_3,-58.41672413,-34.612793,7.5,20.21666667,291
5_15_4,-58.41518731,-34.61312605,7.5,19.76666667,592
5_15_5,-58.41379883,-34.61272699,7.5,19.33333333,489
5_15_6,-58.41362766,-34.61403835,7.5,22,453
5_15_7,-58.41566606,-34.61447598,7.5,22.31666667,367
5_15_8,-58.41514976,-34.61546678,7.5,23.68333333,411
5_15_9,-58.41304194,-34.61528507,7.5,22.65,220
5_16_1,-58.41784646,-34.61666314,7.5,27.5,478
5_16_10,-58.41315633,-34.61971548,6.5,38.46666667,479
5_16_11,-58.41542958,-34.62080323,6.5,36,502
5_16_2,-58.41569432,-34.61693374,6.5,32.65,312
5_16_3,-58.41437202,-34.61682662,7.5,24.81666667,337
5_16_4,-58.4128974,-34.61724858,7.5,25.51666667,573
5_16_5,-58.41489404,-34.61826873,6.5,34.13333333,451
5_16_6,-58.41728771,-34.61848894,6.5,35.9,378
5_16_7,-58.41803557,-34.61777898,7.5,28.85,354
5_16_8,-58.4182622,-34.62037296,7.5,29.36666667,523
5_16_9,-58.416113,-34.61962547,6.5,40.16666667,484
5_17_1,-58.42103911,-34.61700115,7.5,24.78333333,363
5_17_10,-58.42318007,-34.62136462,7.5,32.33333333,407
5_17_11,-58.42602766,-34.62167402,7.5,29.43333333,481
5_17_2,-58.41984737,-34.61803605,7.5,27.05,454
5_17_3,-58.42093076,-34.61874619,7.5,27.96666667,388
5_17_4,-58.42387866,-34.61898029,7.5,30.2,438
5_17_5,-58.42684173,-34.61922218,7.5,26.86666667,352
5_17_6,-58.42661722,-34.62042094,7.5,28.5,371
5_17_7,-58.42372435,-34.62018396,7.5,31.71666667,447
5_17_8,-58.4201451,-34.62023346,7.5,32,486
5_17_9,-58.42078931,-34.62117105,7.5,31.28333333,285
5_18_1,-58.42572219,-34.62311617,7.5,27.18333333,500
5_18_10,-58.42515987,-34.62593059,7.5,23.7,411
5_18_11,-58.42499484,-34.62681449,7.5,22.11666667,320
5_18_2,-58.42539746,-34.62469632,7.5,24.95,458
5_18_3,-58.42356635,-34.6236666,7.5,28.81666667,464
5_18_4,-58.42167264,-34.62435366,7.5,29.15,400
5_18_5,-58.42189821,-34.62266756,7.5,31.33333333,447
5_18_6,-58.42031407,-34.62330945,7.5,28.78333333,346
5_18_7,-58.42045845,-34.62588301,7.5,25.16666667,394
5_18_8,-58.42177337,-34.62602272,7.5,26.9,228
5_18_9,-58.42309005,-34.62616662,7.5,25.5,313
5_19_1,-58.41866269,-34.62239802,7.5,26.93333333,444
5_19_10,-58.41695105,-34.62547777,7.5,20.71666667,410
5_19_11,-58.4191937,-34.62484341,7.5,24.65,567
5_19_2,-58.41792648,-34.62404705,7.5,24.15,330
5_19_3,-58.41655312,-34.6231533,7.5,24.48333333,509
5_19_4,-58.41451713,-34.62202193,7.5,27.55,505
5_19_5,-58.41444652,-34.62340191,7.5,25.38333333,356
5_19_6,-58.41242339,-34.62289705,7.5,23.5,405
5_19_7,-58.41228286,-34.6250257,7.5,22.31666667,227
5_19_8,-58.41425502,-34.62528412,7.5,23.35,440
5_19_9,-58.41428435,-34.62444814,7.5,24.51666667,295
5_2_1,-58.41704673,-34.59907606,7.5,24.33333333,477
5_2_10,-58.41588327,-34.60130972,7.5,19.93333333,373
5_2_11,-58.41785235,-34.60077458,7.5,22.61666667,470
5_2_2,-58.41575689,-34.60024648,7.5,21.28333333,364
5_2_3,-58.41478713,-34.59908597,7.5,22.6,443
5_2_4,-58.41350894,-34.59906223,7.5,21.8,538
5_2_5,-58.41210792,-34.59906153,7.5,20.71666667,349
5_2_6,-58.41269784,-34.60007879,7.5,19.98333333,340
5_2_7,-58.41254103,-34.60118254,7.5,17.85,299
5_2_8,-58.41280106,-34.60228478,7.5,16.4,581
5_2_9,-58.41393867,-34.60129357,7.5,18.88333333,503
5_20_1,-58.4146933,-34.62755277,7.5,26.36666667,393
5_20_10,-58.41627027,-34.63755307,13.75,38.65,464
5_20_11,-58.41404981,-34.63812229,6.5,54.61666667,413
5_20_12,-58.41146042,-34.63694308,6.5,53.9,483
5_20_2,-58.41273883,-34.62633016,7.5,25.21666667,473
5_20_3,-58.41254839,-34.62833632,7.5,28.2,575
5_20_4,-58.41417906,-34.63002137,7.5,29.96666667,422
5_20_5,-58.41402961,-34.63201366,7.5,34.2,453
5_20_6,-58.41227844,-34.6309447,7.5,31.18333333,428
5_20_7,-58.41321336,-34.63332218,7.5,35.6,489
5_20_8,-58.41288397,-34.63459175,7.5,38.16666667,465
5_20_9,-58.41398351,-34.63613268,13.75,35.38333333,415
5_21_1,-58.42469717,-34.62791205,7.5,24.66666667,450
5_21_10,-58.42456466,-34.62945973,7.5,25.95,292
5_21_11,-58.42383036,-34.63082589,7.5,29.2,354
5_21_2,-58.4220681,-34.62752927,7.5,27.53333333,432
5_21_3,-58.4200086,-34.62778458,7.5,27.31666667,255
5_21_4,-58.41822352,-34.62700335,7.5,24.7,495
5_21_5,-58.41620317,-34.62672595,7.5,22.95,318
5_21_6,-58.41614243,-34.62925688,7.5,26.65,380
5_21_7,-58.41789613,-34.62909342,7.5,27.81666667,337
5_21_8,-58.42066285,-34.63062977,7.5,32.55,374
5_21_9,-58.42137116,-34.62919545,7.5,30.58333333,370
5_22_1,-58.42353554,-34.63287719,7.5,30.68333333,377
5_22_10,-58.41730137,-34.635527,7.5,37.11666667,440
5_22_11,-58.41903639,-34.63782542,6.5,56.06666667,457
5_22_12,-58.41831314,-34.63903456,6.5,54.78333333,470
5_22_13,-58.42225133,-34.63924385,13.5,38,350
5_22_2,-58.42009865,-34.63212723,7.5,34.16666667,447
5_22_3,-58.4178919,-34.63219942,7.5,32.41666667,334
5_22_4,-58.41620489,-34.63227622,7.5,31.2,461
5_22_5,-58.41801637,-34.63413824,7.5,35.33333333,422
5_22_6,-58.42094792,-34.63367397,7.5,35.28333333,490
5_22_7,-58.42293223,-34.6352754,7.5,38.23333333,818
5_22_8,-58.42198456,-34.63769673,13.5,38.6,369
5_22_9,-58.42012863,-34.63621682,13.5,38.6,446
5_3_1,-58.41542469,-34.60310217,6.5,24.51666667,383
5_3_10,-58.41490866,-34.60689153,7.5,20,289
5_3_11,-58.41488338,-34.60818367,7.5,20.73333333,495
5_3_2,-58.41390127,-34.60329739,7.5,16.23333333,729
5_3_3,-58.4131695,-34.60402523,7.5,14.7,217
5_3_4,-58.41336022,-34.6050204,7.5,15.55,331
5_3_5,-58.41459697,-34.60485012,7.5,16.8,398
5_3_6,-58.41577183,-34.60507828,7.5,18.53333333,326
